perturbation_id	matched_reversal	exceeds_rictor
ENSG00000162377	-0.016233007034631455	False
ENSG00000003756	-0.07664312056486404	False
ENSG00000100294	-0.028290144809093313	False
ENSG00000167118	0.02170265829940844	False
ENSG00000115514	-0.08956302989581215	False
ENSG00000148459	-0.024327636702259663	False
ENSG00000274523	-0.009696738532237605	False
ENSG00000181544	-0.1102952973563641	False
ENSG00000139546	-0.03789529035055778	False
ENSG00000148187	0.029608970837222554	False
ENSG00000164032	-0.10249782830359921	False
ENSG00000066117	-0.09204630385238473	False
ENSG00000134146	0.032211554498006854	False
ENSG00000164405	-0.0505508473526054	False
ENSG00000180008	-0.06425254957913719	False
ENSG00000185246	-0.038189886064907134	False
ENSG00000095319	-0.004358921505849549	False
ENSG00000135119	0.009002991569994706	False
ENSG00000147050	-0.02171711629778465	False
ENSG00000154710	-0.011445779157767266	False
ENSG00000174197	-0.008190104209660815	False
ENSG00000136938	-0.05161587656819381	False
ENSG00000116874	-0.00285733048742607	False
ENSG00000240303	0.022218304554973353	False
ENSG00000168310	0.03438446661325285	False
ENSG00000128463	-0.057828027666818514	False
ENSG00000100983	-0.006642255116521077	False
ENSG00000131143	-0.05656300689521948	False
ENSG00000125447	0.055904617549139474	False
ENSG00000166888	-0.08176190317293568	False
ENSG00000196455	-0.0518159818262984	False
ENSG00000117475	0.04601269137767733	False
ENSG00000141499	0.13669442613708738	True
ENSG00000120942	-0.03343771814694302	False
ENSG00000121067	-0.053485880324220754	False
ENSG00000103194	-0.04839406767721949	False
ENSG00000103356	-0.04515267836484233	False
ENSG00000157014	-0.033153736136402344	False
ENSG00000077238	-0.12729226142857608	False
ENSG00000140320	-0.06191422192936424	False
ENSG00000138495	0.032379246299971284	False
ENSG00000100129	-0.024411096860766462	False
ENSG00000183161	-0.06736203744921983	False
ENSG00000119446	-0.02658942878015297	False
ENSG00000198945	0.049426170610462596	False
ENSG00000183513	0.06746268640110335	False
ENSG00000100393	0.10663785450250662	False
ENSG00000189079	-0.050524058305416834	False
ENSG00000276234	-0.055801210998227956	False
ENSG00000170836	-0.07097552506595184	False
ENSG00000151332	-0.05730141582702191	False
ENSG00000075568	-0.03498688987889729	False
ENSG00000137776	0.0029056049975666348	False
ENSG00000182628	-0.08164139706493079	False
ENSG00000114395	0.0175426571778549	False
ENSG00000102034	0.1452627596010749	True
ENSG00000124275	0.0696659702393932	False
ENSG00000102265	0.11226022564902205	False
ENSG00000173451	0.13043577410501475	False
ENSG00000134014	-0.03431435360480701	False
ENSG00000148840	-0.027516310287680073	False
ENSG00000119383	-0.12379641315810326	False
ENSG00000059573	-0.0035977754141397664	False
ENSG00000122877	-0.01037394131191685	False
ENSG00000196072	0.013835538382425142	False
ENSG00000172428	-0.07839481141980509	False
ENSG00000205323	0.06212048509933524	False
ENSG00000152520	-0.016157834280134578	False
ENSG00000213593	-0.050184747812266055	False
ENSG00000132005	0.05807216794596728	False
ENSG00000114857	0.0722046404105915	False
ENSG00000137168	-0.06766157978307447	False
ENSG00000178607	0.06286821128245292	False
ENSG00000080802	0.046660320819466417	False
ENSG00000168488	0.1197716281835608	False
ENSG00000089123	0.0007582629708713316	False
ENSG00000100811	0.045302160584700546	False
ENSG00000241468	0.00032163864062065284	False
ENSG00000170348	0.09594927332524221	False
ENSG00000115274	0.025832334368721035	False
ENSG00000169020	-0.04026161699520193	False
ENSG00000140521	-0.03268148775163263	False
ENSG00000167113	-0.021574969635963382	False
ENSG00000126746	0.07578616060827818	False
ENSG00000150779	-0.015751321090498333	False
ENSG00000165389	0.03301339911513476	False
ENSG00000141956	0.014457632633777978	False
ENSG00000115091	-0.02678866374810811	False
ENSG00000114650	-0.04020456093302616	False
ENSG00000088766	0.018107076731305172	False
ENSG00000164105	0.09212519023308219	False
ENSG00000109670	-0.0060513616355461096	False
ENSG00000119523	0.1364692383948021	True
ENSG00000089902	0.14142402067746185	True
ENSG00000117481	0.0004003059793019001	False
ENSG00000185624	-0.06599857715430307	False
